"Raw","Grade.Prelim","Teach.Period","Unit","MARK","Grade","Median","Round.Total.nozero","Category","WAM"
84.4,"","1 2024","SCIE5574",84,"HD",75,84,85,75.364
83.2,"","1 2024","SCIE5574",83,"HD",75,83,85,82.857
82.9,"","1 2024","SCIE5574",83,"HD",75,83,85,92.25
73.6,"","1 2024","SCIE5574",74,"D",75,74,75,78.5
NA,NA,"1 2024","SCIE5574",NA,NA,75,NA,NA,84.25
70.08,"","1 2024","SCIE5574",70,"D",75,70,75,81.6
83.8,"","1 2024","SCIE5574",84,"HD",75,84,85,82.5
63.4,"","1 2024","SCIE5574",63,"CR",75,63,65,73.636
65,"","1 2024","SCIE5574",65,"CR",75,65,70,84
66.43,"","1 2024","SCIE5574",66,"CR",75,66,70,80
72,"","MC1H 2024","SCIEM521",72,"D",82,72,75,NA
96,"","MC1H 2024","SCIEM521",96,"HD",82,96,100,NA
90,"","MC1H 2024","SCIEM521",90,"HD",82,90,95,NA
86,"","MC1H 2024","SCIEM521",86,"HD",82,86,90,NA
100,"","MC1H 2024","SCIEM521",100,"HD",82,100,100,NA
0,"","MC1H 2024","SCIEM521",0,"N",82,NA,5,NA
75,"","MC1H 2024","SCIEM521",75,"D",82,75,80,NA
75,"","MC1H 2024","SCIEM521",75,"D",82,75,80,NA
75,"","MC1H 2024","SCIEM521",75,"D",82,75,80,NA
79,"","MC1H 2024","SCIEM521",79,"D",82,79,80,NA
75,"","MC1H 2024","SCIEM521",75,"D",82,75,80,NA
77,"","MC1H 2024","SCIEM521",77,"D",82,77,80,NA
89,"","MC1H 2024","SCIEM521",89,"HD",82,89,90,NA
86,"","MC1H 2024","SCIEM521",86,"HD",82,86,90,NA
83,"","MC1H 2024","SCIEM521",83,"HD",82,83,85,NA
100,"","MC1H 2024","SCIEM521",100,"HD",82,100,100,NA
84,"","MC1H 2024","SCIEM521",84,"HD",82,84,85,NA
81,"","MC1H 2024","SCIEM521",81,"HD",82,81,85,NA
79,"","MC1H 2024","SCIEM522",79,"D",79,79,80,NA
68,"","MC1H 2024","SCIEM522",68,"CR",79,68,70,NA
82,"","MC1H 2024","SCIEM522",82,"HD",79,82,85,NA
0,"","MC1H 2024","SCIEM522",0,"N",79,NA,5,NA
68,"","MC1H 2024","SCIEM522",68,"CR",79,68,70,NA
82,"","MC1H 2024","SCIEM522",82,"HD",79,82,85,NA
77,"","MC1H 2024","SCIEM522",77,"D",79,77,80,NA
60,"","MC1H 2024","SCIEM522",60,"CR",79,60,65,NA
98,"","MC1H 2024","SCIEM522",98,"HD",79,98,100,NA
85,"","MC1H 2024","SCIEM522",85,"HD",79,85,90,NA
88,"","MC1H 2024","SCIEM522",88,"HD",79,88,90,NA
0,"","MC1H 2024","SCIEM522",0,"N",79,NA,5,NA
85,"","MC1H 2024","SCIEM522",85,"HD",79,85,90,NA
0,"","MC1H 2024","SCIEM523",0,"N",84,NA,5,NA
91,"","MC1H 2024","SCIEM523",91,"HD",84,91,95,NA
83,"","MC1H 2024","SCIEM523",83,"HD",84,83,85,NA
0,"","MC1H 2024","SCIEM523",0,"N",84,NA,5,NA
78,"","MC1H 2024","SCIEM523",78,"D",84,78,80,NA
90,"","MC1H 2024","SCIEM523",90,"HD",84,90,95,NA
0,"","MC1H 2024","SCIEM523",0,"N",84,NA,5,NA
99,"","MC1H 2024","SCIEM523",99,"HD",84,99,100,NA
90,"","MC1H 2024","SCIEM523",90,"HD",84,90,95,NA
85,"","MC1H 2024","SCIEM523",85,"HD",84,85,90,NA
94,"","MC1H 2024","SCIEM523",94,"HD",84,94,95,NA
0,"","MC1H 2024","SCIEM523",0,"N",84,NA,5,NA
