"","Unit","Mark","Grade","Median","Round.Total..no.0.","Category","WAM"
"1363","SCIE1104",70,"D",75,70,75,NA
"1364","SCIE1104",NA,"",75,NA,NA,NA
"1365","SCIE1104",77,"D",75,77,80,NA
"1366","SCIE1104",78,"D",75,78,80,NA
"1367","SCIE1104",80,"HD",75,80,85,NA
"1368","SCIE1104",75,"D",75,75,80,59
"1369","SCIE1104",67,"CR",75,67,70,NA
"1370","SCIE1104",86,"HD",75,86,90,NA
"1371","SCIE1104",77,"D",75,77,80,NA
"1372","SCIE1104",63,"CR",75,63,65,NA
"1373","SCIE1104",0,"N",75,NA,5,NA
"1374","SCIE1104",54,"P",75,54,55,NA
"1375","SCIE1104",74,"D",75,74,75,NA
"1376","SCIE1104",75,"D",75,75,80,NA
"1377","SCIE1104",50,"P",75,50,55,50.286
"1378","SCIE1104",88,"HD",75,88,90,NA
"1379","SCIE1104",64,"CR",75,64,65,36.5
"1380","SCIE1104",66,"CR",75,66,70,73
"1381","SCIE1104",85,"HD",75,85,90,NA
"1382","SCIE1104",71,"D",75,71,75,NA
"1383","SCIE1104",40,"N",75,40,45,NA
"1384","SCIE1104",90,"HD",75,90,95,NA
"1385","SCIE1104",84,"HD",75,84,85,NA
"1386","SCIE1104",68,"CR",75,68,70,38.75
"1387","SCIE1104",76,"D",75,76,80,45.5
"1388","SCIE1500",15,"N",71,15,20,63
"1389","SCIE1500",74,"D",71,74,75,NA
"1390","SCIE1500",78,"D",71,78,80,NA
"1391","SCIE1500",64,"CR",71,64,65,82
"1392","SCIE1500",70,"D",71,70,75,72.5
"1393","SCIE1500",60,"CR",71,60,65,57.857
"1394","SCIE1500",70,"D",71,70,75,NA
"1395","SCIE1500",67,"CR",71,67,70,NA
"1396","SCIE1500",63,"CR",71,63,65,49.733
"1397","SCIE1500",87,"HD",71,87,90,NA
"1398","SCIE1500",80,"HD",71,80,85,NA
"1399","SCIE1500",76,"D",71,76,80,64.571
"1400","SCIE1500",45,"N+",71,45,50,59.833
"1401","SCIE1500",60,"CR",71,60,65,47.25
"1402","SCIE1500",0,"N",71,NA,5,NA
"1403","SCIE1500",68,"CR",71,68,70,49.778
"1404","SCIE1500",51,"P",71,51,55,54.857
"1405","SCIE1500",0,"N",71,NA,5,56.458
"1406","SCIE1500",67,"CR",71,67,70,NA
"1407","SCIE1500",71,"D",71,71,75,NA
"1408","SCIE1500",84,"HD",71,84,85,76.625
"1409","SCIE1500",73,"D",71,73,75,NA
"1410","SCIE1500",77,"D",71,77,80,NA
"1411","SCIE1500",39,"N",71,39,40,48.762
"1412","SCIE1500",66,"CR",71,66,70,41.667
"1413","SCIE1500",27,"N",71,27,30,58
"1414","SCIE1500",58,"P",71,58,60,66
"1415","SCIE1500",85,"HD",71,85,90,NA
"1416","SCIE1500",51,"P",71,51,55,NA
"1417","SCIE1500",56,"P",71,56,60,45.5
"1418","SCIE1500",60,"CR",71,60,65,57.875
"1419","SCIE1500",65,"CR",71,65,70,32.615
"1420","SCIE1500",76,"D",71,76,80,NA
"1421","SCIE1500",88,"HD",71,88,90,46.615
"1422","SCIE1500",79,"D",71,79,80,NA
"1423","SCIE1500",57,"P",71,57,60,NA
"1424","SCIE1500",68,"CR",71,68,70,59.875
"1425","SCIE1500",83,"HD",71,83,85,NA
"1426","SCIE1500",74,"D",71,74,75,67.5
"1427","SCIE1500",67,"CR",71,67,70,NA
"1428","SCIE1500",95,"HD",71,95,100,NA
"1429","SCIE1500",50,"P",71,50,55,56.625
"1430","SCIE1500",65,"CR",71,65,70,44.273
"1431","SCIE1500",0,"N",71,NA,5,26.5
"1432","SCIE1500",58,"P",71,58,60,NA
"1433","SCIE1500",77,"D",71,77,80,NA
"1434","SCIE1500",87,"HD",71,87,90,NA
"1435","SCIE1500",71,"D",71,71,75,72.5
"1436","SCIE1500",75,"D",71,75,80,NA
"1437","SCIE1500",59,"P",71,59,60,58.143
"1438","SCIE1500",32,"N",71,32,35,65.286
"1439","SCIE1500",57,"P",71,57,60,70.357
"1440","SCIE1500",15,"N",71,15,20,NA
"1441","SCIE1500",74,"D",71,74,75,NA
"1442","SCIE1500",56,"P",71,56,60,52.875
"1443","SCIE1500",42,"N",71,42,45,63.125
"1444","SCIE1500",74,"D",71,74,75,NA
"1445","SCIE1500",73,"D",71,73,75,NA
"1446","SCIE1500",58,"P",71,58,60,59.714
"1447","SCIE1500",74,"D",71,74,75,70.5
"1448","SCIE1500",74,"D",71,74,75,NA
"1449","SCIE1500",80,"HD",71,80,85,75.75
"1450","SCIE1500",77,"D",71,77,80,NA
"1451","SCIE1500",11,"N",71,11,15,NA
"1452","SCIE1500",61,"CR",71,61,65,51.5
"1453","SCIE1500",43,"N",71,43,45,NA
"1454","SCIE1500",55,"P",71,55,60,55.571
"1455","SCIE1500",60,"CR",71,60,65,NA
"1456","SCIE1500",67,"CR",71,67,70,NA
"1457","SCIE1500",83,"HD",71,83,85,64.231
"1458","SCIE1500",46,"N+",71,46,50,62.833
"1459","SCIE1500",76,"D",71,76,80,NA
"1460","SCIE1500",78,"D",71,78,80,65.7
"1461","SCIE1500",76,"D",71,76,80,NA
"1462","SCIE1500",68,"CR",71,68,70,65
"1463","SCIE1500",80,"HD",71,80,85,NA
"1464","SCIE1500",63,"CR",71,63,65,56.5
"1465","SCIE1500",70,"D",71,70,75,69.5
"1466","SCIE1500",82,"HD",71,82,85,NA
"1467","SCIE1500",78,"D",71,78,80,54.375
"1468","SCIE1500",78,"D",71,78,80,78.375
"1469","SCIE1500",80,"HD",71,80,85,53.125
"1470","SCIE1500",89,"HD",71,89,90,66
"1471","SCIE1500",70,"D",71,70,75,63
"1472","SCIE1500",66,"CR",71,66,70,55.75
"1473","SCIE1500",80,"HD",71,80,85,85.25
"1474","SCIE1500",88,"HD",71,88,90,NA
"1475","SCIE1500",70,"D",71,70,75,NA
"1476","SCIE1500",78,"D",71,78,80,NA
"1477","SCIE1500",65,"CR",71,65,70,NA
"1478","SCIE1500",73,"D",71,73,75,65.167
"1479","SCIE1500",70,"D",71,70,75,NA
"1480","SCIE1500",66,"CR",71,66,70,NA
"1481","SCIE1500",63,"CR",71,63,65,56.25
"1482","SCIE1500",70,"D",71,70,75,68.333
"1483","SCIE1500",87,"HD",71,87,90,NA
"1484","SCIE1500",38,"N",71,38,40,43.857
"1485","SCIE1500",78,"D",71,78,80,NA
"1486","SCIE1500",65,"CR",71,65,70,NA
"1487","SCIE1500",76,"D",71,76,80,63.524
"1488","SCIE1500",86,"HD",71,86,90,NA
"1489","SCIE1500",89,"HD",71,89,90,NA
"1490","SCIE1500",37,"N",71,37,40,61.875
"1491","SCIE1500",77,"D",71,77,80,NA
"1492","SCIE1500",57,"P",71,57,60,NA
"1493","SCIE1500",73,"D",71,73,75,NA
"1494","SCIE1500",79,"D",71,79,80,76
"1495","SCIE1500",84,"HD",71,84,85,NA
"1496","SCIE1500",86,"HD",71,86,90,NA
"1497","SCIE1500",70,"D",71,70,75,49.429
"1498","SCIE1500",87,"HD",71,87,90,NA
"1499","SCIE1500",84,"HD",71,84,85,NA
"1500","SCIE1500",72,"D",71,72,75,67.75
"1501","SCIE1500",71,"D",71,71,75,52.071
"1502","SCIE1500",61,"CR",71,61,65,NA
"1503","SCIE1500",73,"D",71,73,75,NA
"1504","SCIE1500",68,"CR",71,68,70,NA
"1505","SCIE1500",53,"P",71,53,55,NA
"1506","SCIE1500",81,"HD",71,81,85,62.733
"1507","SCIE1500",72,"D",71,72,75,61.125
"1508","SCIE1500",66,"CR",71,66,70,NA
"1509","SCIE1500",78,"D",71,78,80,NA
"1510","SCIE1500",72,"D",71,72,75,NA
"1511","SCIE1500",76,"D",71,76,80,49.125
"1512","SCIE1500",78,"D",71,78,80,58.063
"1513","SCIE1500",86,"HD",71,86,90,NA
"1514","SCIE1500",82,"HD",71,82,85,57.667
"1515","SCIE1500",65,"CR",71,65,70,57.625
"1516","SCIE1500",75,"D",71,75,80,NA
"1517","SCIE1500",72,"D",71,72,75,67
"1518","SCIE1500",68,"CR",71,68,70,NA
"1519","SCIE1500",69,"CR",71,69,70,66
"1520","SCIE1500",85,"HD",71,85,90,56.375
"1521","SCIE1500",82,"HD",71,82,85,NA
"1522","SCIE1500",80,"HD",71,80,85,NA
"1523","SCIE1500",74,"D",71,74,75,61.5
"1524","SCIE1500",17,"N",71,17,20,NA
"1525","SCIE1500",67,"CR",71,67,70,NA
"1526","SCIE1500",68,"CR",71,68,70,63.625
"1527","SCIE1500",75,"D",71,75,80,57.571
"1528","SCIE1500",68,"CR",71,68,70,56.75
"1529","SCIE1500",65,"CR",71,65,70,NA
"1530","SCIE1500",71,"D",71,71,75,NA
"1531","SCIE1500",52,"P",71,52,55,NA
"1532","SCIE1500",71,"D",71,71,75,NA
"1533","SCIE1500",73,"D",71,73,75,NA
"1534","SCIE1500",82,"HD",71,82,85,NA
"1535","SCIE1500",45,"N+",71,45,50,49.429
"1536","SCIE1500",82,"HD",71,82,85,69.091
"1537","SCIE1500",70,"D",71,70,75,50.286
"1538","SCIE1500",70,"D",71,70,75,61.714
"1539","SCIE1500",86,"HD",71,86,90,63.944
"1540","SCIE1500",71,"D",71,71,75,NA
"1541","SCIE1500",77,"D",71,77,80,60.625
"1542","SCIE1500",53,"P",71,53,55,77
"1543","SCIE1500",76,"D",71,76,80,NA
"1544","SCIE1500",78,"D",71,78,80,60.818
"1545","SCIE1500",50,"P",71,50,55,53.136
"1546","SCIE1500",55,"P",71,55,60,60.933
